month,day,eol_per,hid_per,solFot_per,solTer_per,termRenov_per,Nuclear_per,Demand_per
8,13,-0.23516142593620895,-0.33324729601070774,0.37228268994550645,0.8730281727911329,0.034025277667724056,0.09397863569351984,0.004463528085574212
8,14,-0.2377059591398841,-0.3371977194462609,0.3697922633515726,0.8614490431383028,0.03478278152697457,0.09402793310426162,0.0035879212450185306
8,15,-0.24027944622460656,-0.34057961831675276,0.36694997256235823,0.8488708911368412,0.035387061108290783,0.09389694424447065,0.0032348415147230173
8,16,-0.24283902817295,-0.3433530284339899,0.3636102361697009,0.83515401009205,0.035841138936735135,0.09360302497873987,0.0033700134326831916
8,17,-0.24534304219098532,-0.34548869017619,0.3596247873693736,0.8201658059378377,0.03614871046760284,0.09316678362338132,0.003949196361248615
8,18,-0.24775194193692276,-0.34696895985486176,0.35484759612240485,0.8037864916685269,0.03631398650275029,0.09261145016976124,0.004919488966592565
8,19,-0.25002910836548936,-0.34778841057296855,0.3491400117283387,0.7859148266888542,0.036341564584461104,0.09196218045820619,0.006220829128189495
8,20,-0.25214159399162295,-0.34795415735740653,0.3423758563071584,0.766473347655699,0.0362363396321105,0.09124530795098806,0.00778765241438281
8,21,-0.2540606512535495,-0.347485904760067,0.33444680053627024,0.7454142892053828,0.03600346467872707,0.09048761467820332,0.009550548626126237
8,22,-0.2557624030166839,-0.3464157275915741,0.32526665482454653,0.7227225977094833,0.035648338000092476,0.08971551528125735,0.011438149513494134
8,23,-0.2572281632414439,-0.3447875554265453,0.31477597479960706,0.6984203683507656,0.035176637795755035,0.08895434179981175,0.013378833758764298
8,24,-0.25844478043572755,-0.342656422110135,0.3029456922564804,0.6725692361347759,0.03459438458970998,0.08822762521131364,0.015302469644741596
8,25,-0.2594048638812376,-0.34008744197348234,0.28977991718385304,0.6452715890182084,0.03390802046802775,0.08755643335898379,0.01714206764007
8,26,-0.2601068597058036,-0.33715473172776644,0.2753186645956929,0.6166722237511528,0.03312454680421903,0.08695881905045795,0.01883519334360377
8,27,-0.26055513862919033,-0.3339398479124897,0.2596380854789422,0.5869556046822303,0.032251589484908604,0.0864492776080865,0.020325422213103565
8,28,-0.26075987609069934,-0.330530371115183,0.24285117850640184,0.5563450231807365,0.031297541478177905,0.08603838188098577,0.021563376712707617
8,29,-0.2607369015991312,-0.3270182365049509,0.22510669345874343,0.5250989697928123,0.03027165696519703,0.0857324847932377,0.022507646152231178
8,30,-0.26050744694546885,-0.32349801759515834,0.20658709762817523,0.4935066310422239,0.029184133240915986,0.08553354363860573,0.02312544114620776
8,31,-0.26009780196832044,-0.32006513536056796,0.1875052572502198,0.4618819236306047,0.028046151139664362,0.08543906036823143,0.023392995566924087
9,1,-0.2595389115459414,-0.3168142663693081,0.16810122136968292,0.4305583791054765,0.026869946577808227,0.08544214174242762,0.023295703137256558
9,2,-0.2588658376843638,-0.3138373920967876,0.14863585902955223,0.3998795366322654,0.025668707935642576,0.08553166281494903,0.022828029869059966
9,3,-0.25811718351984303,-0.31122232307498654,0.12938588732367745,0.3701923553724434,0.024456558566064487,0.0856925489652887,0.021993151617278304
9,4,-0.2573344125380099,-0.30905112732168444,0.1106371233590079,0.3418383483479918,0.023248425166122817,0.0859061483057379,0.02080239259015355
9,5,-0.25656108867702226,-0.30739873340658447,0.092677436464954,0.31514485818875837,0.022059869243888294,0.08615069192504503,0.019274462161530673
9,6,-0.2558420274586863,-0.3063316834193805,0.07578917495483532,0.29041606809911164,0.02090685700323872,0.08640182961833943,0.017434501567129154
9,7,-0.25522240952795805,-0.3059071158094061,0.060242407456685375,0.26792565568965593,0.019805550095868672,0.08663320848715372,0.015313108705680267
9,8,-0.25474673737923836,-0.30617182416685185,0.046286278986536755,0.24790709022349444,0.01877192330635265,0.08681712225905436,0.012945048603544335
9,9,-0.2544578108326478,-0.30716165181133154,0.034142609024410644,0.23054753797821165,0.017821483925701327,0.08692515474376868,0.010368114930052554
9,10,-0.2543956024158417,-0.30890102253314444,0.023998962515665974,0.21598123187422322,0.016968899892879988,0.08692884455927494,0.007621869855445792
9,11,-0.254596101086901,-0.3114027298936042,0.016002512238473387,0.20428414936835704,0.016227620229430157,0.08680033381171577,0.004746387598017626
9,12,-0.2550901110970165,-0.3146677736618479,0.010255177275909078,0.19547061499364224,0.015609534344493423,0.08651299920323002,0.0017812209409588248
9,13,-0.25590206700493395,-0.31868569118314316,0.006808874732417584,0.18949002013957422,0.015124556726788927,0.08604202439481476,-0.0012358788494925676
9,14,-0.257048842424384,-0.3234347928096146,0.005662878800613384,0.1862264689012395,0.014780321495323143,0.08536492800254679,-0.004269791622368585
9,15,-0.2585386037180885,-0.32888269766778216,0.006761942981642018,0.18549929900355738,0.014581866701664453,0.0844620178457823,-0.00728887913411626
9,16,-0.2603697297628599,-0.3349869957969917,0.00999587095161044,0.18706537812508892,0.014531374397699932,0.08331676678889889,-0.01026563976987659
9,17,-0.2625298560270557,-0.3416961218977914,0.015200545642880786,0.190623053452076,0.014627970019765612,0.08191608409848335,-0.013177218797632546
9,18,-0.26499491783493245,-0.3489499398589159,0.022160017883300492,0.19581739856241268,0.014867580485006734,0.08025058033245933,-0.016005565669787645
9,19,-0.26772861093040956,-0.35668119843225365,0.030610589115441775,0.20224733308747977,0.015242879959826571,0.07831457287833628,-0.018737739986126947
9,20,-0.27068180161016725,-0.3648162806892242,0.04024560622419697,0.20947362832472574,0.015743306583319877,0.07610615567991674,-0.021365695995026565
9,21,-0.27379228459766547,-0.37327637446650325,0.0507217206224159,0.21702819191851577,0.016355166371822563,0.07362710057456534,-0.02388606372832418
9,22,-0.27698481288307397,-0.3819786920086702,0.061666283929822326,0.22442429393560387,0.017061830771487332,0.07088265304062427,-0.026299765745009637
9,23,-0.2801712259014407,-0.3908371844506424,0.07268499423622118,0.23116701754141963,0.01784397560642528,0.06788141139200055,-0.028611358924189104
9,24,-0.2832512557293534,-0.39976425170113683,0.08337151922486287,0.23676496092697943,0.018679983194750973,0.06463481453907943,-0.030828541244249358
9,25,-0.2861132843133094,-0.40867141470016904,0.09331632995879093,0.24074118046429407,0.019546336728856112,0.061156884389607785,-0.03296129300589057
9,26,-0.28863561621060546,-0.4174704433233822,0.10211641809412303,0.24264440516573874,0.020418118781756766,0.05746376620181978,-0.03502110390868603
9,27,-0.29068804712311136,-0.42607432906688003,0.10938490083519398,0.24205971738276538,0.021269555754157055,0.05357326440381201,-0.037020146937971427
